ticker,caucion_a_un_dia_ultimo_trade_tasa,caucion_a_un_dia_ultimo_trade_monto,COLOCAR_TASA_ABRIENDO_PLAZO_CERCANO_TASA,COLOCAR_TASA_ABRIENDO_PLAZO_LEJANO_TASA,TOMAR_TASA_ABRIENDO_PLAZO_CERCANO_TASA,TOMAR_TASA_ABRIENDO_PLAZO_LEJANO_TASA,time
GD30D,67.25,183060.37,-0.2177495146097766,-0.005474917876244767,0.005475082126258357,-0.1383324664357058,2023-04-19 15:02:32.504238
GD30D,67.25,413023.04,-0.21090965530450007,-0.03284670160751152,-0.021898343961287148,-0.131489627128607,2023-04-19 15:02:42.504503
GD30D,67.24,573278.2,-0.04658346084412429,-0.03284670160751152,-0.021898343961287148,-0.03563592742820171,2023-04-19 15:02:52.522560
GD30D,67.24,116231.0,-0.04658346084412429,-0.02600452546760279,-0.015055757278525372,-0.03563592742820171,2023-04-19 15:03:02.527854
GD30D,67.24,63789.38,-0.04658346084412429,-0.02600452546760279,-0.015055757278525372,-0.03563592742820171,2023-04-19 15:03:12.557203
GD30D,67.24,70000.0,-0.05343308417031567,-0.005474917876244767,0.005475082126258357,-0.042485961744115064,2023-04-19 15:03:22.562155
GD30D,67.24,79423.99,-0.005474917876244767,0.04244906455079911,0.06024863407167236,0.005475082126258357,2023-04-19 15:03:32.564742
GD30D,67.24,680000.0,-0.48608502907819207,-0.05341508658471189,-0.04246796307863038,-0.20051303873390103,2023-04-19 15:03:42.566132
GD30D,67.24,1146000.0,-0.012348275756615124,-0.14238003796785442,-0.10407202176454938,-0.0013986881679589613,2023-04-19 15:03:52.567955
GD30D,67.24,2615577.88,-0.03296524326331374,-0.046568033184073154,-0.03562049884246021,-0.022016892729812276,2023-04-19 15:04:02.807404
GD30D,67.24,136339253.75,-0.039836530582338936,-0.005474917876244767,0.005475082126258357,-0.02888859233846075,2023-04-19 15:04:12.937317
GD30D,67.24,72979.45,-0.039835236652065176,-0.005474917876244767,0.005475082126258357,-0.028887298330544653,2023-04-19 15:04:22.988717
GD30D,67.24,2231823.88,-0.005474917876244767,-0.005474917876244767,0.005475082126258357,0.005475082126258357,2023-04-19 15:04:33.143227
GD30D,67.25,1357100.0,-0.1495603764341849,-0.005474917876244767,0.005475082126258357,-0.131757397821195,2023-04-19 15:04:43.168429
GD30D,67.25,98125.0,-0.005474917876244767,-0.012338452611709017,-0.0013888644336437772,0.005475082126258357,2023-04-19 15:04:53.321570
GD30D,67.25,1050491.07,-0.005474917876244767,-0.005474917876244767,0.005475082126258357,0.005475082126258357,2023-04-19 15:05:03.328537
GD30D,67.26,30000.0,-0.005474917876244767,-0.005474917876244767,0.005475082126258357,0.005475082126258357,2023-04-19 15:05:13.355492
GD30D,67.26,100915.0,-0.14280242565119977,-0.005474917876244767,0.005475082126258357,-0.04945921694276961,2023-04-19 15:05:23.406172
GD30D,67.26,100915.0,-0.005474917876244767,-0.005474917876244767,0.005475082126258357,0.005475082126258357,2023-04-19 15:05:33.567011
GD30D,67.26,69792782.92,-0.005474917876244767,-0.005474917876244767,0.005475082126258357,0.005475082126258357,2023-04-19 15:05:43.753064
GD30D,67.25,2272036.64,-0.14279209250538993,-0.005474917876244767,0.005475082126258357,-0.0631876248271146,2023-04-19 15:05:53.894612
