ticker,caucion_a_un_dia_ultimo_trade_tasa,caucion_a_un_dia_ultimo_trade_monto,COLOCAR_TASA_ABRIENDO_PLAZO_CERCANO_TASA,COLOCAR_TASA_ABRIENDO_PLAZO_LEJANO_TASA,TOMAR_TASA_ABRIENDO_PLAZO_CERCANO_TASA,TOMAR_TASA_ABRIENDO_PLAZO_LEJANO_TASA,time
AL30D,67.25,183060.37,-0.2372630530356057,0.009971085093045673,0.0209220118835568,-0.07179226549530737,2023-04-19 15:02:32.504238
AL30D,67.25,413023.04,-0.08273762959604525,0.009971085093045673,0.0209220118835568,-0.056338795971010436,2023-04-19 15:02:42.504503
AL30D,67.24,573278.2,-0.08273762959604525,0.009971085093045673,0.0209220118835568,-0.056338795971010436,2023-04-19 15:02:52.522560
AL30D,67.24,116231.0,0.009985479030072963,0.00997762446769912,0.020928551650555294,0.02093640668421326,2023-04-19 15:03:02.527854
AL30D,67.24,63789.38,-0.08273762959604525,0.009971085093045673,0.0209220118835568,-0.06406553073313864,2023-04-19 15:03:12.557203
AL30D,67.24,70000.0,-0.08273762959604525,0.009971738781386907,0.020922665611124436,-0.056338795971010436,2023-04-19 15:03:22.562155
AL30D,67.24,79423.99,-0.08273762959604525,0.009971738781386907,0.020922665611124436,-0.06406553073313864,2023-04-19 15:03:32.564742
AL30D,67.24,680000.0,-0.07501135842405304,0.009971738781386907,0.020922665611124436,-0.056338795971010436,2023-04-19 15:03:42.566132
AL30D,67.24,1146000.0,-0.005474917876244767,-0.07501135842405304,-0.05634141309609347,0.005475082126258357,2023-04-19 15:03:52.567955
AL30D,67.24,2615577.88,-0.12944164969734107,-0.1600657904574726,-0.14140127970868055,-0.11075070229384198,2023-04-19 15:04:02.807404
AL30D,67.24,136339253.75,-0.23737104869346715,-0.005474917876244767,0.005475082126258357,-0.2187046280428312,2023-04-19 15:04:12.937317
AL30D,67.24,72979.45,-0.23792240874637466,-0.1678641139239001,-0.1491971286302285,-0.2192376414071301,2023-04-19 15:04:22.988717
AL30D,67.24,2231823.88,-0.23789280514334765,-0.1678641139239001,-0.1491971286302285,-0.2192090228738086,2023-04-19 15:04:33.143227
AL30D,67.25,1357100.0,0.010005806989697996,-0.07504375712140743,-0.056370216105561255,0.020956735863544296,2023-04-19 15:04:43.168429
AL30D,67.25,98125.0,0.010005806989697996,-0.07504375712140743,-0.056370216105561255,0.020956735863544296,2023-04-19 15:04:53.321570
AL30D,67.25,1050491.07,0.010005806989697996,-0.005474917876244767,0.005475082126258357,0.020956735863544296,2023-04-19 15:05:03.328537
AL30D,67.26,30000.0,0.0100446437431162,-0.16013784857848712,-0.1414697448319574,0.020995574947245688,2023-04-19 15:05:13.355492
AL30D,67.26,100915.0,0.0100446437431162,-0.028693050838323186,-0.01774444396558661,0.020995574947245688,2023-04-19 15:05:23.406172
AL30D,67.26,100915.0,-0.23796189195005285,0.010010404574483656,0.020961333724211495,-0.2192758107941073,2023-04-19 15:05:33.567011
AL30D,67.26,69792782.92,-0.23810018885410483,0.010023555591462396,0.020974485530256826,-0.21940950582282404,2023-04-19 15:05:43.753064
AL30D,67.25,2272036.64,-0.2380804220808308,-0.06744249854927442,-0.048752106021579256,-0.21939039679549355,2023-04-19 15:05:53.894612
AL30D,67.25,62324.32,-0.09851711955807918,-0.07513522518555638,-0.05645153282294618,-0.07981872022338216,2023-04-19 15:06:03.900317
AL30D,67.25,946709.46,-0.09851711955807918,0.010030139479975109,0.020981069813829634,-0.07981872022338216,2023-04-19 15:06:13.948071
AL30D,67.26,63401636.1,-0.0985052620132601,0.010010404574483656,0.020961333724211495,-0.0798078501551,2023-04-19 15:06:23.952270
AL30D,67.25,20049.71,-0.15279173720582268,-0.013214295530264153,-0.002264759904349878,-0.13409659444589356,2023-04-19 15:06:33.983722
AL30D,67.25,1945882.09,-0.23795201989169013,-0.013214295530264153,-0.002264759904349878,-0.048772829787756544,2023-04-19 15:06:43.999241
AL30D,67.25,412670.62,-0.07524767597901133,-0.005474917876244767,0.005475082126258357,-0.05654886862380387,2023-04-19 15:06:54.074767
AL30D,67.25,30000.0,-0.1372847035921701,0.010030139479975109,0.020981069813829634,-0.11858863038229861,2023-04-19 15:07:04.078766
AL30D,67.25,171900.0,-0.09082161979806297,0.010032115737448333,0.020983046189873567,-0.07211748412608049,2023-04-19 15:07:14.086939
AL30D,67.24,268556.97,-0.13726790540368822,0.010016977292022777,0.02096790683612182,-0.11857281937390662,2023-04-19 15:07:24.088399
AL30D,67.25,323999.94,-0.16059138628432557,0.002271358497190623,0.013221823290226475,-0.14189440476540333,2023-04-19 15:07:34.091812
AL30D,67.25,429500421.65,-0.08303315208030543,-0.013220865460358278,-0.0022713302286531123,-0.06433151692768452,2023-04-19 15:07:44.099890
AL30D,67.25,6699.92,-0.08303315208030543,-0.005474917876244767,0.005475082126258357,-0.04881893936013265,2023-04-19 15:07:54.108057
AL30D,67.24,3189.18,-0.005474917876244767,-0.013221194249700419,-0.0022716590377300228,0.005475082126258357,2023-04-19 15:08:04.117202
