ticker,caucion_a_un_dia_ultimo_trade_tasa,caucion_a_un_dia_ultimo_trade_monto,COLOCAR_TASA_ABRIENDO_PLAZO_CERCANO_TASA,COLOCAR_TASA_ABRIENDO_PLAZO_LEJANO_TASA,TOMAR_TASA_ABRIENDO_PLAZO_CERCANO_TASA,TOMAR_TASA_ABRIENDO_PLAZO_LEJANO_TASA,time
AL30,67.25,183060.37,0.3409210923858047,0.3686809510773609,0.38902751835400873,0.4080675732015743,2023-04-19 15:02:32.504238
AL30,67.25,413023.04,0.3409210923858047,0.3686809510773609,0.38902751835400873,0.4080675732015743,2023-04-19 15:02:42.504503
AL30,67.24,573278.2,0.2659132790050128,0.31245979481039243,0.3796534011055025,0.286238337983048,2023-04-19 15:02:52.522560
AL30,67.24,116231.0,0.27528588994237824,0.31245979481039243,0.3796534011055025,0.2956119912311822,2023-04-19 15:03:02.527854
AL30,67.24,63789.38,0.27528588994237824,0.31245979481039243,0.3796534011055025,0.2956119912311822,2023-04-19 15:03:12.557203
AL30,67.24,70000.0,0.3220625611183653,0.3779169415399847,0.3982616541708056,0.3423909891544302,2023-04-19 15:03:22.562155
AL30,67.24,79423.99,0.30331446466541623,0.3872679625013492,0.4076137154099335,0.33299862352367815,2023-04-19 15:03:32.564742
AL30,67.24,680000.0,0.30331446466541623,0.3404419585601681,0.38888994574415636,0.3236408080551839,2023-04-19 15:03:42.566132
AL30,67.24,1146000.0,0.17229467846110957,0.3779169415399847,0.3982616541708056,0.19261220089800024,2023-04-19 15:03:52.567955
AL30,67.24,2615577.88,0.18166056723665946,0.3779169415399847,0.4920315909327305,0.20197913138409018,2023-04-19 15:04:02.807404
AL30,67.24,136339253.75,0.18166056723665946,0.3872679625013492,0.4076137154099335,0.20197913138409018,2023-04-19 15:04:12.937317
AL30,67.24,72979.45,0.2003952263041875,0.36856592057862014,0.3889095929316372,0.2207158741931553,2023-04-19 15:04:22.988717
AL30,67.24,2231823.88,0.2003952263041875,0.36856592057862014,0.3889095929316372,0.2207158741931553,2023-04-19 15:04:33.143227
AL30,67.25,1357100.0,0.21913372837866985,0.14414908424077444,0.19255465270915206,0.28625273609874047,2023-04-19 15:04:43.168429
AL30,67.25,98125.0,-0.005474917876244767,0.16296429099866172,0.18329181083557466,0.014834337258700092,2023-04-19 15:04:53.321570
AL30,67.25,1050491.07,-0.005474917876244767,0.16296429099866172,0.18329181083557466,0.014834337258700092,2023-04-19 15:05:03.328537
AL30,67.26,30000.0,0.3133419484680311,0.18169895400285074,0.2020295196217664,0.3618211952246486,2023-04-19 15:05:13.355492
AL30,67.26,100915.0,0.35084981509676705,0.18169895400285074,0.2020295196217664,0.37119872451671365,2023-04-19 15:05:23.406172
AL30,67.26,100915.0,0.35084981509676705,0.18169895400285074,0.21139981552492249,0.39933131239286823,2023-04-19 15:05:33.567011
AL30,67.26,69792782.92,0.3507765951783304,0.36906489758218974,0.38942112750404545,0.5117576082967451,2023-04-19 15:05:43.753064
AL30,67.25,2272036.64,0.4164235475075534,0.5099404502821425,0.5303200779974471,0.521159702188787,2023-04-19 15:05:53.894612
AL30,67.25,62324.32,0.4164235475075534,0.585152590609006,0.5961380293251528,0.521159702188787,2023-04-19 15:06:03.900317
AL30,67.25,946709.46,0.40702683408171847,0.3503013982083236,0.3706545766725866,0.5117576082967451,2023-04-19 15:06:13.948071
AL30,67.26,63401636.1,0.40702683408171847,0.27528588994237824,0.3706545766725866,0.5117576082967451,2023-04-19 15:06:23.952270
AL30,67.25,20049.71,0.3600577449660508,0.3503013982083236,0.3706545766725866,0.47413481989556916,2023-04-19 15:06:33.983722
AL30,67.25,1945882.09,0.3600577449660508,0.3503013982083236,0.3706545766725866,0.47413481989556916,2023-04-19 15:06:43.999241
AL30,67.25,412670.62,0.3600577449660508,0.3503013982083236,0.3706545766725866,0.47413481989556916,2023-04-19 15:06:54.074767
AL30,67.25,30000.0,0.32249983836887985,0.3596639328421686,0.47389424716430595,0.5208949090590753,2023-04-19 15:07:04.078766
AL30,67.25,171900.0,0.40681503404474406,0.3784283929686749,0.398785665196153,0.5114976562911111,2023-04-19 15:07:14.086939
AL30,67.24,268556.97,0.3974241209146978,0.3221465623183972,0.3424946821753455,0.5021013684821296,2023-04-19 15:07:24.088399
AL30,67.25,323999.94,0.49112157179633686,0.22831258543162813,0.30484842652997446,0.5208419830615552,2023-04-19 15:07:34.091812
AL30,67.25,429500421.65,0.44392674454636794,0.4340230673082124,0.45437402160573515,0.46426680586033997,2023-04-19 15:07:44.099890
AL30,67.25,6699.92,0.41577430647334823,0.4340230673082124,0.45437402160573515,0.5203661377568003,2023-04-19 15:07:54.108057
AL30,67.24,3189.18,0.4063920857969766,0.4527720703897986,0.473126071420929,0.5109785522963123,2023-04-19 15:08:04.117202
AL30,67.25,7808418.15,0.3874290217100185,0.44337408826961744,0.47310210652444673,0.5200230178202037,2023-04-19 15:08:14.143017
AL30,67.24,246292.84,0.3874290217100185,0.4058856919400322,0.4543510200204026,0.5200230178202037,2023-04-19 15:08:24.470366
AL30,67.24,493000.0,0.2938804646656701,0.4058856919400322,0.4543510200204026,0.39840259665616107,2023-04-19 15:08:34.584962
AL30,67.24,287741.0,0.5098875220250115,0.2845107440001221,0.30484842652997446,0.5302392331120376,2023-04-19 15:08:44.607287
AL30,67.25,7616642.25,0.5099139847946943,0.31262278810102295,0.3423391665682268,0.5302661786396867,2023-04-19 15:08:54.784484
AL30,67.24,100000.0,0.5099139847946943,0.3688728258819868,0.5206303877211865,0.5302661786396867,2023-04-19 15:09:04.829824
AL30,67.24,30790.0,0.41620691158180734,0.378251197738238,0.5206303877211865,0.5208949090590753,2023-04-19 15:09:14.843054
AL30,67.24,3006.86,0.40681503404474406,0.31262278810102295,0.3329650399767864,0.5114976562911111,2023-04-19 15:09:24.911779
AL30,67.25,188729.64,0.40681503404474406,0.3314034998735682,0.35174976434964034,0.5114976562911111,2023-04-19 15:09:35.368396
AL30,67.25,62240.0,0.3974241209146978,0.42515748972492884,0.4455180374876888,0.5021013684821296,2023-04-19 15:09:45.395965
AL30,67.25,7360.71,0.3692571664812855,0.39703147207713896,0.4830910113744469,0.47391829332269264,2023-04-19 15:09:55.682792
AL30,67.25,21052.72,0.41672721202431207,0.18188150641627598,0.23974479238779878,0.46523387494019797,2023-04-19 15:10:05.811075
AL30,67.26,151000.0,0.41672721202431207,0.27570405354093996,0.2960590434794186,0.46523387494019797,2023-04-19 15:10:16.262258
AL30,67.25,905662.05,0.43544641450742494,0.4820521976783376,0.5024330650358955,0.4558047384230912,2023-04-19 15:10:26.284460
AL30,67.25,1557271.56,0.36024557327028917,0.14425650109276267,0.19268898691377934,0.3805955283153112,2023-04-19 15:10:36.300260
AL30,67.25,3017.55,0.3414550224227253,0.20984128592434204,0.2583046268782846,0.36180288632502333,2023-04-19 15:10:46.672947
AL30,67.26,3173564.0,0.3414550224227253,0.17235849973376405,0.31458412943224545,0.36180288632502333,2023-04-19 15:10:56.675353
AL30,67.26,178100.0,0.21939896423961602,0.2471320839292218,0.5208155241386125,0.23973276436956403,2023-04-19 15:11:06.688185
AL30,67.26,30107.03,0.19124932763089797,0.1628520845054221,0.25809724080654795,0.29589496444985597,2023-04-19 15:11:18.796419
AL30,67.27,483223011.6,0.3223988246356868,0.35914016809726057,0.4075931098231128,0.3427368809536607,2023-04-19 15:11:28.809059
