ticker,caucion_a_un_dia_ultimo_trade_tasa,caucion_a_un_dia_ultimo_trade_monto,COLOCAR_TASA_ABRIENDO_PLAZO_CERCANO_VOLUMEN,COLOCAR_TASA_ABRIENDO_PLAZO_LEJANO_VOLUMEN,TOMAR_TASA_ABRIENDO_PLAZO_CERCANO_VOLUMEN,TOMAR_TASA_ABRIENDO_PLAZO_LEJANO_VOLUMEN,time
GD30,67.23,29817.0,1991.52,3645284.5,2213000.0,859223.2,2023-04-19 15:13:19.250171
GD30,67.22,3039.05,19577968.4,1699398.75,1701705.0,11755100.5,2023-04-19 15:13:29.253559
GD30,67.22,459887.18,842229.74,620353.8,620914.8,126412.0,2023-04-19 15:13:39.272027
GD30,67.22,20509.56,19577968.4,4979025.0,2768750.0,2137041.36,2023-04-19 15:13:49.273301
GD30,67.22,1191095.68,19577968.4,1142556.945,212861.5,354751.28,2023-04-19 15:13:59.440734
GD30,67.22,17141.58,336245.84,11068000.0,57605600.0,2210200.0,2023-04-19 15:14:09.484513
GD30,67.22,41555.92,303927.28,2632642.725,5542500.0,2211300.0,2023-04-19 15:14:19.692432
GD30,67.22,1460000.0,4362737.96,791140.64,49108.765,1106000.0,2023-04-19 15:14:30.705506
GD30,67.22,20000.24,21656764.5,791140.64,2546003.31,1336651.17,2023-04-19 15:14:40.776080
GD30,67.25,474998190.66,20852753.61,4093062.27,1109450.0,1106400.0,2023-04-19 15:14:50.784530
GD30,67.25,200000000.0,4362737.96,5515986.235,1460184.44,4009643.14,2023-04-19 15:15:00.856439
GD30,67.25,162510.0,4362737.96,831843.25,986367.885,3892828.42,2023-04-19 15:15:10.860205
GD30,67.25,182555.31,4362737.96,12186900.0,3017568.0,1418608.49,2023-04-19 15:15:20.879583
GD30,67.25,26363.0,2772500.0,11190800.0,11095000.0,11953.98,2023-04-19 15:15:30.931326
GD30,67.25,187303884.77,497676.84,5537750.0,2774250.0,1451281.275,2023-04-19 15:15:40.937010
GD30,67.25,50000000.0,4362737.96,2121167.34,81104.45,464224.46,2023-04-19 15:15:50.957622
GD30,67.22,281264.56,4362737.96,2120688.24,1109250.0,2006462.695,2023-04-19 15:16:00.968782
GD30,67.22,42000.0,4362737.96,5537750.0,1109250.0,767433.72,2023-04-19 15:16:10.985562
GD30,67.22,42000.0,303927.28,7995153.25,1104292.41,1195868.625,2023-04-19 15:16:21.000092
GD30,67.22,356590.0,1197166.425,33274254.27,6660131.91,1251382.425,2023-04-19 15:16:31.079497
GD30,67.22,1916.97,1107050.0,33274254.27,1096985.305,1224176.055,2023-04-19 15:16:41.085906
GD30,67.24,149377827.35,656650.665,6020087.4,5518615.6,656057.565,2023-04-19 15:16:51.131347
GD30,67.22,3077.06,1660275.0,7724587.15,1660227.2,1658775.0,2023-04-19 15:17:01.132804
GD30,67.22,7505.5,11070000.0,7233190.5,2163702.4,15328938.8,2023-04-19 15:17:11.147877
GD30,67.24,81922.0,2769000.0,8401986.45,9331465.2,12526334.8,2023-04-19 15:17:21.431971
GD30,67.24,791518.0,11070000.0,7976979.8,3750801.6,13501052.6,2023-04-19 15:17:31.522471
GD30,67.22,64349.0,842229.74,13152109.6,14026354.2,2209500.0,2023-04-19 15:17:41.578637
GD30,67.22,130807.05,34744.1,26737704.96,1107900.0,34712.7,2023-04-19 15:17:51.630402
GD30,67.22,60500.0,842229.74,1659450.0,2215800.0,965369.02,2023-04-19 15:18:01.633875
GD30,67.22,3088.01,1121340.35,1659075.0,1706989.75,480539.115,2023-04-19 15:18:11.662815
GD30,67.24,4448785.65,1112041.97,5647979.59,2831766.75,2391801.23,2023-04-19 15:18:21.872106
GD30,67.22,1095396.78,842229.74,9946350.0,199924.2,4390674.73,2023-04-19 15:18:31.879065
GD30,67.22,79912.68,842229.74,1973929.62,277746.3,2208700.0,2023-04-19 15:18:41.896495
GD30,67.22,138126.01,28711.8,3006926.0,1016414.0,13490371.425,2023-04-19 15:18:51.899968
GD30,67.22,420028.14,28711.8,315416.64,315702.24,8270250.0,2023-04-19 15:19:01.903552
GD30,67.22,1652940.0,965854.83,2313218.64,1057114.8,8821600.0,2023-04-19 15:19:11.904536
GD30,67.22,29378.42,965854.83,1727621.64,8848000.0,7795758.19,2023-04-19 15:19:21.907474
GD30,67.22,233235.0,28711.8,1708396.36,1709943.26,2900364.0,2023-04-19 15:19:31.909519
GD30,67.24,67038.68,28711.8,452419.2,251608.5,4330561.095,2023-04-19 15:19:41.923652
GD30,67.24,80000.0,524502.0,21851.28,110430.0,141443.06,2023-04-19 15:19:51.931720
GD30,67.24,346600.0,645008.77,82401.57,110430.0,644424.47,2023-04-19 15:20:01.962619
GD30,67.24,400.0,40214569.5,1513593.0,1103750.0,2203100.0,2023-04-19 15:20:12.131598
GD30,67.24,988436.83,40555021.5,4097743.47,6785846.4,340143.2,2023-04-19 15:20:22.204264
GD30,67.24,1402489.0,6618000.0,2063769.75,9383575.0,1144697.4,2023-04-19 15:20:32.238826
GD30,67.24,1650683.89,6618000.0,1615603.5,6862815.57,963642.74,2023-04-19 15:20:42.442903
GD30,67.24,9817660.82,40214569.5,1653600.0,4869413.055,2202100.0,2023-04-19 15:20:52.557124
GD30,67.24,60067.96,629270.55,991800.0,551500.0,628699.55,2023-04-19 15:21:02.598361
GD30,67.24,278264.46,35264.0,3461353.6,1229734.7,9278608.3,2023-04-19 15:21:12.661328
GD30,67.24,815420.02,2193495.315,1652925.0,478371.1,2191504.215,2023-04-19 15:21:22.816251
GD30,67.24,118000.0,35264.0,822490.05,501865.0,1944564.405,2023-04-19 15:21:32.816667
GD30,67.24,184817.0,1946860.335,687855.525,501865.0,1945094.235,2023-04-19 15:21:43.086599
GD30,67.24,3121.1,2784724.4,53362476.6,512895.0,2783082.24,2023-04-19 15:21:53.237319
GD30,67.22,542306.5,1836821.34,48337026.0,206775.0,1835155.44,2023-04-19 15:22:03.240119
GD30,67.24,180000.0,115715659.2,8480.01,308560.0,353808.24,2023-04-19 15:22:13.272018
GD30,67.22,22042292.0,5026553.46,2203100.0,110.2,924798.0,2023-04-19 15:22:23.274278
GD30,67.21,500000.0,7229153.46,1454354.95,153288.2,2200600.0,2023-04-19 15:22:33.293653
GD30,67.21,185446.84,27595659.2,302197.05,302499.0,2026752.6,2023-04-19 15:22:43.417013
GD30,67.22,5939275.85,5026553.46,9633676.65,550750.0,1518207.0,2023-04-19 15:22:53.749534
GD30,67.21,25310808.66,1365970.15,770665.0,155602.4,6037790.0,2023-04-19 15:23:03.753763
GD30,67.21,554211.76,83824.15,729092.955,121330.2,676042.175,2023-04-19 15:23:13.760614
GD30,67.21,267240.85,5502250.0,4437766.25,110100.0,1101918.9,2023-04-19 15:23:23.780250
GD30,67.21,3645918.04,89800.8,482372.585,136303.8,369593.7,2023-04-19 15:23:33.793086
GD30,67.21,471364.88,89800.8,1055613.72,902458.95,1009110.025,2023-04-19 15:23:43.810521
GD30,67.21,115111.0,9856000.0,263772.0,341155.0,335417.845,2023-04-19 15:23:53.850068
GD30,67.21,780353.0,9856000.0,11010000.0,215037.7,613696.0,2023-04-19 15:24:03.857565
GD30,67.21,500000.0,737210.515,2746660.95,341155.0,736540.415,2023-04-19 15:24:13.864146
GD30,67.21,10000.0,75363.7,4226447.88,341155.0,75295.2,2023-04-19 15:24:23.873645
GD30,67.21,3148.94,20856000.0,47948132.2,341155.0,667771.145,2023-04-19 15:24:33.879498
GD30,67.21,17255000.0,20856000.0,613521.0,341155.0,2006719.87,2023-04-19 15:24:43.942036
GD30,67.21,61831.0,20856000.0,340783.0,341155.0,13840.47,2023-04-19 15:24:53.952165
GD30,67.22,587829.46,20856000.0,645222.9,341155.0,4583601.0,2023-04-19 15:25:03.956631
GD30,67.21,35815.29,4337643.765,2153490.5,1101400.0,1453248.06,2023-04-19 15:25:13.997901
GD30,67.21,3160.13,4337643.765,1539020.0,460605.48,299134.19,2023-04-19 15:25:24.003824
GD30,67.21,208045.0,9436127.2,9999960.83,11752894.85,299134.19,2023-04-19 15:25:34.158927
GD30,67.21,16191.95,9103886.25,9999960.83,11752894.85,7606256.13,2023-04-19 15:25:44.177233
GD30,67.21,89489.47,36768585.4,9999960.83,11752894.85,151984.785,2023-04-19 15:25:54.246152
GD30,67.21,5362.0,4337643.765,9655582.14,9669627.9,746718.42,2023-04-19 15:26:04.254554
GD30,67.21,125228.85,776247.0,182637.18,5503750.0,3958061.075,2023-04-19 15:26:14.272185
GD30,67.21,3171.36,27475000.0,2744875.0,106785.725,2187407.995,2023-04-19 15:26:24.664088
GD30,67.21,182596.57,2066796.18,2744875.0,106785.725,2063880.165,2023-04-19 15:26:34.758261
GD30,67.23,20941000.0,38465000.0,42623.74,1100800.0,34143.135,2023-04-19 15:26:44.789533
GD30,67.21,5362.0,2115476.16,34143.135,1099950.0,2113549.76,2023-04-19 15:26:54.792499
GD30,67.23,1497340.33,2101628.32,4171268.25,1099950.0,2104142.25,2023-04-19 15:27:04.835998
GD30,67.21,65900.0,2195800.0,844855.5,1099950.0,2192700.0,2023-04-19 15:27:14.870117
GD30,67.21,1082.49,1340426.11,53480285.8,288904.325,1338533.715,2023-04-19 15:27:24.943931
GD30,67.21,135701.0,2193600.0,81678.075,2199400.0,2191600.0,2023-04-19 15:27:35.478902
GD30,67.23,3188.28,10975000.0,164542.5,1099050.0,2112702.4,2023-04-19 15:27:45.541250
GD30,67.24,76087.36,10975000.0,1096900.0,1098500.0,190441.35,2023-04-19 15:27:55.547762
GD30,67.25,194900000.0,10975000.0,51112740.4,1099700.0,9053142.24,2023-04-19 15:28:05.569899
GD30,67.24,1011185.71,435776.355,4254765.41,1044430.0,59951.2,2023-04-19 15:28:15.582159
GD30,67.24,94429.77,1884267.525,51112740.4,319645.47,1881608.19,2023-04-19 15:28:25.920609
GD30,67.24,6392086.59,621437.4,11153923.2,1100550.0,14183771.2,2023-04-19 15:28:35.961845
GD30,67.24,407464.0,6634692.725,1646925.0,1100450.0,6625331.5,2023-04-19 15:28:45.992369
GD30,67.24,609.18,6550983.215,8328648.42,1147907.82,6541740.1,2023-04-19 15:28:56.071075
GD30,67.24,3205.29,6243499.07,8062492.545,1147907.82,6234689.8,2023-04-19 15:29:06.111122
GD30,67.24,300000.0,1998815.0,2511624.07,709027.77,1995994.0,2023-04-19 15:29:16.144236
GD30,67.24,38106.18,1841875.075,1243998.0,661009.85,1839275.57,2023-04-19 15:29:26.160453
GD30,67.24,31299.0,1841875.075,1075937.6,219900.0,1839275.57,2023-04-19 15:29:36.183730
GD30,67.24,5366.0,1809916.0,5487.25,2748500.0,1807361.6,2023-04-19 15:29:46.206054
GD30,67.24,96000.0,1694260.92,2150895.89,2153834.54,1691870.51,2023-04-19 15:29:56.218232
GD30,67.24,500000.0,761403.75,1603995.155,2710435.26,1691870.51,2023-04-19 15:30:06.304359
GD30,67.25,5350910.66,5601333.06,3514039.2,185594.325,1610908.22,2023-04-19 15:30:16.313605
GD30,67.24,2000.0,4135646.9,2747500.0,11010000.0,1568562.09,2023-04-19 15:30:26.316683
GD30,67.21,120312.69,1572994.47,1099650.0,1101250.0,1570778.28,2023-04-19 15:30:36.381245
GD30,67.21,813000.0,663740.0,11817230.72,43931771.7,663136.6,2023-04-19 15:30:46.584296
GD30,67.211,72900.0,1850516.84,3728847.245,31941881.7,1847908.345,2023-04-19 15:30:56.690108
GD30,67.211,4482.0,5502500.0,10334689.82,29685382.2,37366.0,2023-04-19 15:31:06.748725
GD30,67.23,900000.0,46223.1,683807.83,684802.55,46158.0,2023-04-19 15:31:16.781771
GD30,67.205,335087.0,5504250.0,683807.83,737894.85,5496500.0,2023-04-19 15:31:26.827282
GD30,67.231,50445.21,5502500.0,9891000.0,631930.55,5331940.075,2023-04-19 15:31:37.037757
GD30,67.25,32470131.27,5502500.0,9891000.0,527398.2,7530217.5,2023-04-19 15:31:47.061312
GD30,67.24,6469470.0,5502500.0,109905.0,527398.2,91138.15,2023-04-19 15:31:57.197770
GD30,67.24,45523.94,5502500.0,109905.0,737894.85,2828853.38,2023-04-19 15:32:07.275490
GD30,67.24,23552.34,2635220.95,109905.0,1089940.5,2631506.84,2023-04-19 15:32:17.284503
GD30,67.24,393233.0,9999990.795,79059.6,380436.48,5485250.0,2023-04-19 15:32:27.723918
GD30,67.25,165593773.92,4135646.9,1499648.4,6173805.0,1947112.105,2023-04-19 15:32:37.822457
GD30,67.24,99706.17,1023701.74,1172610.6,2188130.535,89945.8,2023-04-19 15:32:47.825413
GD30,67.25,104957671.31,4135646.9,2960035.1,868684.0,1020954.11,2023-04-19 15:32:58.013025
GD30,67.25,195353310.0,10726032.6,80834.16,274447.68,4124545.755,2023-04-19 15:33:08.146848
GD30,67.24,56209.0,10726032.6,80834.16,272798.355,3636584.295,2023-04-19 15:33:18.212699
GD30,67.24,3256.91,10726032.6,3431525.7,2812464.84,2741769.075,2023-04-19 15:33:28.256408
GD30,67.25,1346494.91,10726032.6,3431525.7,627240.36,2385552.825,2023-04-19 15:33:38.272397
GD30,67.24,4153788.04,10726032.6,3232091.1,1106279.42,732819.03,2023-04-19 15:33:48.313606
GD30,67.231,77278.55,10726032.6,2476148.4,6149911.975,1988945.28,2023-04-19 15:33:58.540239
GD30,67.24,2900000.0,10726032.6,2476148.4,6149911.975,4384200.0,2023-04-19 15:34:08.556903
GD30,67.231,3268.5,2195200.0,3839150.0,1099700.0,2192100.0,2023-04-19 15:34:18.563595
GD30,67.231,5826.49,1023698.5,2193.6,800069.765,2192100.0,2023-04-19 15:34:28.618103
GD30,67.231,234034.49,10644121.8,23232751.65,799705.915,2102442.785,2023-04-19 15:34:38.625953
GD30,67.231,707592.88,1023698.5,747786.23,799560.375,1536561.39,2023-04-19 15:34:48.759797
GD30,67.231,24035.01,1023698.5,5478.75,799342.065,25081.225,2023-04-19 15:34:58.779020
GD30,67.231,1560.8,209240.68,5478.75,799342.065,4380400.0,2023-04-19 15:35:08.809348
GD30,67.231,6486.83,209240.68,1096.35,799269.295,2185690.64,2023-04-19 15:35:18.865365
GD30,67.231,538827.07,209240.68,17431772.435,799269.295,4812087.0,2023-04-19 15:35:28.962960
GD30,67.231,3285.96,209240.68,10950000.0,4393800.0,208583.11,2023-04-19 15:35:39.029246
GD30,67.23,45118804.94,1096000.0,8930650.2,1097350.0,1092550.0,2023-04-19 15:35:49.041432
GD30,67.23,1034000.0,2180638.4,13085888.14,2525294.0,2177547.7,2023-04-19 15:35:59.178748
GD30,67.23,230000.0,22560.09,1531390.0,1072658.51,22528.16,2023-04-19 15:36:09.194027
GD30,67.23,91716.21,499977.0,17128365.3,907999.325,2167560.12,2023-04-19 15:36:19.268707
GD30,67.23,108123.09,499977.0,17128365.3,1096450.0,2184100.0,2023-04-19 15:36:29.278984
GD30,67.23,43926.8,98537.865,16928188.21,98749.6,6743190.34,2023-04-19 15:36:39.282223
GD30,67.23,3671061.78,2087043.225,1234069.2,4199325.0,2084082.88,2023-04-19 15:36:49.326602
GD30,67.23,419978.0,2263895.375,21660277.6,10945000.0,2260683.0,2023-04-19 15:36:59.333254
GD30,67.23,22093.75,1948793.67,1383126.78,2775132.36,9251012.9,2023-04-19 15:37:09.359441
GD30,67.231,848082.0,54600.0,18946237.95,8744000.0,6124760.25,2023-04-19 15:37:19.364808
GD30,67.23,271900.0,7631267.17,20189.05,74053.645,7620436.235,2023-04-19 15:37:29.370731
GD30,67.23,269879.49,54600.0,1239529.2,1146026.645,7184216.235,2023-04-19 15:37:39.653937
GD30,67.21,3964.11,54600.0,1112922.705,1114553.585,7140267.07,2023-04-19 15:37:49.925286
GD30,67.23,34132.0,1315200.555,545513.24,2674919.7,1313334.51,2023-04-19 15:37:59.925889
GD30,67.21,412842.0,78561.535,5459.25,1439483.4,78450.09,2023-04-19 15:38:09.947174
GD30,67.231,77388.77,2184700.0,156454.94,9321333.215,2140836.3,2023-04-19 15:38:20.037555
GD30,67.231,751353.0,1942561.28,898307.52,899623.36,1939806.0,2023-04-19 15:38:30.155289
GD30,67.235,667162.35,893132.825,2381106.62,899623.36,891865.39,2023-04-19 15:38:40.167411
GD30,67.231,721202.0,2185100.0,5458.75,1488182.925,2182000.0,2023-04-19 15:38:50.208689
GD30,67.231,237.67,11094322.95,1367824.675,1369828.355,1591296.425,2023-04-19 15:39:00.215890
GD30,67.231,100188.0,11094322.95,1780069.2,1369828.355,1249688.67,2023-04-19 15:39:10.662029
GD30,67.231,17439765.0,5560592.395,3009006.0,1094850.0,801777.02,2023-04-19 15:39:20.820666
GD30,67.231,2681.21,1093750.0,3009006.0,1094900.0,2100963.7,2023-04-19 15:39:30.839169
GD30,67.231,2132979.62,11094322.95,11059171.38,4377600.0,1067434.4,2023-04-19 15:39:40.920052
GD30,67.231,304965.2,5560592.395,659823.48,328165.575,2182200.0,2023-04-19 15:39:50.997117
GD30,67.24,62591.0,6210707.87,1960904.4,328165.575,2182800.0,2023-04-19 15:40:30.382365
GD30,67.231,597886.02,27287924.37,2006107.92,325947.285,501676.0,2023-04-19 15:40:40.401345
GD30,67.231,788119.0,5247808.6,76852.16,77080.96,4363000.0,2023-04-19 15:40:50.658077
GD30,67.231,599580.8,61704.42,985187.9,988347.0,1110943.285,2023-04-19 15:41:00.665935
GD30,67.24,207405.0,4106876.0,766290.69,208535.46,7895944.0,2023-04-19 15:41:10.762212
GD30,67.231,214299.0,27287924.37,2182500.0,2189500.0,2181400.0,2023-04-19 15:41:20.903581
GD30,67.22,405055.0,503125.0,545975.0,1094850.0,1324389.44,2023-04-19 15:41:30.906415
GD30,67.22,236.67,1094850.0,2121051.9,2129114.52,2182200.0,2023-04-19 15:41:40.909055
GD30,67.22,152000.0,32850000.0,6686689.64,168526.35,79137.375,2023-04-19 15:41:50.916566
GD30,67.23,71571.0,547525.0,554098.425,1096000.0,2175459.15,2023-04-19 15:42:01.140688
GD30,67.22,875962.55,18409616.59,1076309.5,2176552.5,4267305.0,2023-04-19 15:42:11.164804
GD30,67.23,509912.13,32865000.0,2674198.825,301140.225,1989606.29,2023-04-19 15:42:21.182614
GD30,67.231,50033.0,33591973.8,2683054.15,70879.12,5256104.685,2023-04-19 15:42:31.302757
GD30,67.211,239478913.27,14035622.04,2008455.93,1097900.0,44400.16,2023-04-19 15:42:41.313614
GD30,67.231,6600000.0,33447477.35,767502.825,768623.625,9405339.03,2023-04-19 15:42:51.333382
GD30,67.21,154556.32,12940022.04,1513947.0,764563.8,5348486.2,2023-04-19 15:43:01.336509
GD30,67.231,14511185.0,12940022.04,338464.5,78901.02,1700895.105,2023-04-19 15:43:11.359550
GD30,67.2,4269045.36,23491554.4,1675634.96,1098150.0,370543.95,2023-04-19 15:43:21.372596
GD30,67.19,442553434.24,1096450.0,333585.56,1098350.0,10945.0,2023-04-19 15:43:31.456494
GD30,67.19,442553434.24,1097950.0,1035851.2,1099050.0,83280.8,2023-04-19 15:43:41.460980
GD30,67.19,16445464.0,13738750.0,113220.72,10995.0,2127639.71,2023-04-19 15:43:51.477429
GD30,67.19,704863.0,1099350.0,42338.41,451896.83,219360.0,2023-04-19 15:44:01.485911
GD30,67.19,653299.0,74834.0,1689743.765,1101350.0,199178.88,2023-04-19 15:44:11.490319
GD30,67.19,10000.0,13738750.0,1463131.2,1100700.0,1096200.0,2023-04-19 15:44:21.729700
GD30,67.16,53357.0,1099350.0,105340.015,1100000.0,5419500.8,2023-04-19 15:44:31.736892
GD30,67.16,909756501.67,1099350.0,2190818.7,1100600.0,2192100.0,2023-04-19 15:44:41.747585
GD30,67.15,6303019.02,1098100.0,619858.19,2606541.6,1668626.52,2023-04-19 15:44:52.315489
GD30,67.16,82400.0,477630.0,54501.02,2606423.04,2190800.0,2023-04-19 15:45:02.317767
GD30,67.15,100000.0,374374.305,422308.065,2748250.0,373845.6,2023-04-19 15:45:12.326422
GD30,67.15,151844040.01,477847.5,1945739.25,2748250.0,2190100.0,2023-04-19 15:45:22.613392
GD30,67.16,3844852.22,382671.8,8361082.08,870935.775,381366.05,2023-04-19 15:45:32.618988
GD30,67.16,2916.47,22036268.8,275315.2,2748250.0,5948245.71,2023-04-19 15:45:42.620931
GD30,67.15,1318958.03,20937268.8,2395201.845,2748250.0,15923928.0,2023-04-19 15:45:52.760434
GD30,67.19,56000.0,13712500.0,2190600.0,1846785.475,211892.175,2023-04-19 15:46:02.766036
GD30,67.13,639815674.62,1068660.47,27375000.0,1098450.0,6021.95,2023-04-19 15:46:12.771172
GD30,67.21,171267.0,1068465.69,13035612.555,1098350.0,4315734.96,2023-04-19 15:46:22.896155
GD30,67.12,302654155.52,13657650.0,20227345.05,28656.495,2050125.0,2023-04-19 15:46:32.897437
GD30,67.12,10000.0,9957359.3,9429890.645,2744750.0,1731078.125,2023-04-19 15:46:42.939778
