SPREAD_COLOCAR_PLAZO_CERCANO,SPREAD_COLOCAR_PLAZO_LEJANO,SPREAD_TOMAR_PLAZO_CERCANO,SPREAD_TOMAR_PLAZO_LEJANO
-0.6533019998476727,-0.6769749178762448,-0.6660249178737419,-0.642350579427485
-0.6617004753935877,-0.6774749178762447,-0.6665249178737418,-0.6507495288961466
-0.6617004753935877,-0.6774749178762447,-0.6665249178737418,-0.6507495288961466
-0.6617004753935877,-0.6774749178762447,-0.6665249178737418,-0.6507495288961466
-0.6612066088009774,-0.6769749178762448,-0.6660249178737419,-0.6502556626715675
-0.6616936548978334,-0.6774749178762447,-0.6665249178737418,-0.6507427079911491
-0.6690921255527268,-0.6612344896303843,-0.6502835451738506,-0.658141652568465
-0.6617086522103597,-0.6617344896303843,-0.6507835451738505,-0.6507577062035321
-0.6612086522103597,-0.6612147792621001,-0.650263833622939,-0.6502577062035322
-0.6612086522103597,-0.6769749178762448,-0.6660249178737419,-0.6502577062035322
-0.6774749178762447,-0.6617147792621001,-0.650763833622939,-0.6665249178737418
-0.6059377341152086,-0.6769749178762448,-0.6660249178737419,-0.5870865635994901
-0.9845499601494866,-0.6769749178762448,-0.6660249178737419,-0.9657314024511414
-0.6769749178762448,-0.6769749178762448,-0.6660249178737419,-0.6660249178737419
-0.6769749178762448,-0.47203116994368266,-0.4531859481425507,-0.6660249178737419
-0.6769749178762448,-0.6533367513356594,-0.6423853330005899,-0.6660249178737419
-0.6774749178762447,-0.661727698523227,-0.6507767536591926,-0.6665249178737418
-0.6769749178762448,-0.661227698523227,-0.6502767536591927,-0.6660249178737419
-0.6769749178762448,-0.6140132048929239,-0.5794473680245429,-0.6660249178737419
-0.6059377341152086,-0.6769749178762448,-0.6660249178737419,-0.5870865635994901
-0.6769749178762448,-0.6612018387853261,-0.6502508923696607,-0.6660249178737419
-0.6612059275468914,-0.6612072899963453,-0.6502563439077826,-0.6502549813765532
-0.6769749178762448,-0.6612263395985166,-0.6502753946529496,-0.6660249178737419
-0.6769749178762448,-0.6612263395985166,-0.6502753946529496,-0.6660249178737419
-0.6775749178762446,-0.6618263395985164,-0.6508753946529494,-0.6666249178737417
-0.6770749178762446,-0.6613263395985165,-0.6503753946529495,-0.6661249178737417
-0.6766749178762447,-0.6609256600482261,-0.6499747150618929,-0.6657249178737418
-0.6612236210454112,-0.6927228166622791,-0.6817737615620533,-0.6502726759367791
-0.7395583605275238,-0.7945925025381103,-0.7285904086731443,-0.7207387369235885
-0.652932668221885,-0.6765749178762447,-0.6656249178737418,-0.6419812496418126
-0.6608140987138056,-0.6608290572134301,-0.6498781124309283,-0.6498631530337974
-0.6608140987138056,-0.7395882633230474,-0.7207672834458508,-0.6498631530337974
-0.6608365258205285,-0.6608426312312099,-0.6498916872631827,-0.6498855814861721
-0.7237717778112887,-0.6765749178762447,-0.6656249178737418,-0.7128246097053376
-0.7404013521099653,-0.6774749178762447,-0.6665249178737418,-0.7215888515651983
-0.7236717778112886,-0.6607433093178451,-0.649792365390503,-0.7127246097053375
-0.6852407221554647,-0.6773749178762446,-0.6664249178737417,-0.6742911941153811
-0.8498661224153533,-0.6612649772674597,-0.6503140346402622,-0.8310673335452916
-0.6533764879087332,-0.6612446653156503,-0.6502937214696788,-0.6424250719579236
-0.6608426312312099,-0.6765749178762447,-0.6656249178737418,-0.6498916872631827
-0.7551685979288112,-0.6608643010475229,-0.6499133583797212,-0.73636347410713
-0.8180435419708925,-0.6608643010475229,-0.6499133583797212,-0.73636347410713
-0.5983270446293651,-0.5983744677590332,-0.5009540686737626,-0.5558923036000315
-0.6061582608789116,-0.6769749178762448,-0.6660249178737419,-0.5873316292043115
-0.6612412748827176,-0.6769749178762448,-0.6660249178737419,-0.6502903308333199
-0.6769749178762448,-0.6769749178762448,-0.6660249178737419,-0.6660249178737419
-0.6612412748827176,-0.6769749178762448,-0.6660249178737419,-0.6502903308333199
-0.6612412748827176,-0.6769749178762448,-0.6660249178737419,-0.6502903308333199
-0.6691084354812535,-0.6219522329654034,-0.5952772211110499,-0.6581579634756254
-0.6612412748827176,-0.6219522329654034,-0.5952772211110499,-0.6502903308333199
-0.6533734359929857,-0.6612548278528187,-0.6503038846166395,-0.6424220198590926
-0.6769749178762448,-0.6769749178762448,-0.6660249178737419,-0.6660249178737419
-0.771523501806211,-0.6139642920386414,-0.5872569096380351,-0.7290610892171938
-0.7636407114221304,-1.0773888216444458,-0.9567137933812072,-0.7448167302823826
-0.8345014824702535,-0.6769749178762448,-0.6660249178737419,-0.7369161252858615
-0.8266251542405378,-0.6769749178762448,-0.6660249178737419,-0.7447929261094484
-0.9135628278186069,-0.6459103445862154,-0.6349584566527048,-0.7372855423663814
-0.9052898974871997,-0.6455103445862156,-0.6345584566527049,-0.744758945087768
-0.8266251542405378,-0.6455103445862156,-0.6345584566527049,-0.7447929261094484
-0.8266251542405378,-0.645530674915715,-0.6345787882020318,-0.807807332698022
-0.8183688260108423,-0.6372879210032044,-0.6263355625101247,-0.7444129261094482
-0.7553582001732388,-0.6372879210032044,-0.6263355625101247,-0.7365361252858613
-0.8341114824702534,-0.6372779210032046,-0.6263255625101248,-0.8152941335215886
-0.8341114824702534,-0.6372779210032046,-0.6263255625101248,-0.8152941335215886
-0.8262451542405376,-0.6372879210032044,-0.6263355625101247,-0.7444129261094482
-0.7636107892630294,-0.6219356384460631,-0.5873926580365599,-0.744789526687389
-0.6533234760563752,-0.6060297869644202,-0.587192264821095,-0.6423720569247829
-0.6769749178762448,-0.6217858361129505,-0.5950632694640182,-0.6660249178737419
-0.6765849178762448,-0.6213958361129505,-0.5946732694640182,-0.6656349178737418
-0.6769749178762448,-0.6217858361129505,-0.5950632694640182,-0.6660249178737419
-0.7160739309636571,-0.629279990650564,-0.6104425246661925,-0.705126300373021
-0.6611752100642657,-0.606026722379964,-0.5871888595228966,-0.6502242620508539
-0.605876232722399,-0.6690951888139809,-0.658144716013532,-0.5870182187039943
-0.6142788222716624,-0.6143553242464054,-0.5955111143398593,-0.5875182187039942
-0.669087696634896,-0.6690951888139809,-0.658144716013532,-0.6581372233849239
-0.669087696634896,-0.6690951888139809,-0.658144716013532,-0.6581372233849239
-0.6769749178762448,-0.6769749178762448,-0.6660249178737419,-0.6660249178737419
-0.6769749178762448,-0.8503289572461333,-0.7369865662834045,-0.6660249178737419
-0.6769749178762448,-0.6927479969671637,-0.6817989433778026,-0.6660249178737419
-0.6774649178762446,-0.6932379969671636,-0.6822889433778024,-0.6665149178737417
-0.6769749178762448,-0.6139098552128255,-0.5950724653580217,-0.6660249178737419
-0.6769749178762448,-0.6139098552128255,-0.5871888595228966,-0.6660249178737419
-0.6769749178762448,-0.6060451059165275,-0.5872092869002923,-0.6660249178737419
