SPREAD_COLOCAR_PLAZO_CERCANO,SPREAD_COLOCAR_PLAZO_LEJANO,SPREAD_TOMAR_PLAZO_CERCANO,SPREAD_TOMAR_PLAZO_LEJANO
-0.5784686337529474,-0.2966381252089581,-0.2773571157177665,-0.5592199753043428
-0.5369756483949836,-0.3297978463104842,-0.3105203329225139,-0.5177226158477257
-0.5368756483949836,-0.3047941606213293,-0.2772040033412347,-0.5176226158477257
-0.5368756483949836,-0.3462927691919163,-0.2937878720447499,-0.5176226158477257
-0.5368756483949836,-0.3628289450831699,-0.3435541701474768,-0.5176226158477257
-0.5867519139768556,-0.5702183028166756,-0.5509748066398599,-0.5260900074608114
-0.3707149566317029,-0.4540366324441229,-0.2519511227802294,-0.3514444077922811
-0.4205246800767801,-0.4623171470178465,-0.2685500745839618,-0.3597465264786246
-0.3872124205896042,-0.5286426149742705,-0.3349458817989318,-0.3430244160215116
-0.5118198450080406,-0.5118953589111439,-0.4344550196706618,-0.4842533777551159
-0.5615463948534543,-0.5948813642439236,-0.575622378947798,-0.542279736148467
-0.5865529373510973,-0.5201943368594334,-0.49262007083331494,-0.5174799833146102
-0.5616310782497755,-0.5118953589111439,-0.4344550196706618,-0.4925486961746543
-0.5700391205119323,-0.5119802616254367,-0.4428473178001704,-0.50095988140226
-0.3706471936926012,-0.4290055794285733,-0.3348948449308594,-0.3430654472896408
-0.4455189674486334,-0.4041957967365098,-0.3350458817989318,-0.34322755966235097
-0.3459798811042316,-0.3461459890255183,-0.3268618794322295,-0.2602840881105669
-0.3461157999460837,-0.2797602032553811,-0.2604690914436783,-0.293648502289601
-0.2964087140218432,-0.5123666412194547,-0.44333419952970377,-0.2771382241315148
-0.4209118523939212,-0.42951250289103926,-0.3604487482911697,-0.318689536563275
-0.4706418968785678,-0.4791249858881127,-0.4100800190342982,-0.3684474535267248
-0.4043326365371971,-0.42941250289103916,-0.4101500153744811,-0.3187320264956214
-0.41263688331635817,-0.57863113721096,-0.4184475886962244,-0.3270401626205557
-0.41273688331635827,-0.4377979167238646,-0.30229638197745956,-0.3271401626205558
-0.3878405377775182,-0.6779749178762446,-0.30242828206835126,-0.3271328225584016
-0.321491722558421,-0.42944635314503177,-0.31887439993536687,-0.29393872432011997
-0.44602545340511246,-0.5124319887379111,-0.4185829425373025,-0.4184927230274179
-0.44602545340511246,-0.5124319887379111,-0.4185829425373025,-0.4184927230274179
-0.5040838599006294,-0.512447003969527,-0.4434778586160346,-0.4185942153707503
-0.4543311297799949,-0.5207659021734687,-0.344126118408755,-0.43508782040983174
-0.5372315106087919,-0.6779749178762446,-0.5014870719942457,-0.5097140243220519
-0.5123944387380983,-0.512522039288669,-0.418718149054518,-0.4351983379028027
-0.3383346306149251,-0.37178993496967877,-0.3359492261147903,-0.2528045931298958
-0.3382192127436033,-0.512422039288669,-0.418618149054518,-0.3189640502243078
-0.3466185400603241,-0.5042415198652574,-0.418718149054518,-0.3273642515838335
-0.3548317770718649,-0.3799246728442094,-0.3606660137040094,-0.2693095037514846
-0.3216182974317475,-0.4047166955462093,-0.2693095037514846,-0.302361386588769
-0.3296978463104842,-0.2636794456062933,-0.16963479503417844,-0.202660967451325
-0.354623571812778,-0.3549024495057232,-0.2609046508881132,-0.2939048243434236
-0.5120461808638497,-0.379518746079868,-0.3602487482911696,-0.3352475438035583
-0.5120612479851847,-0.4292899309318386,-0.3851271815979838,-0.3518600417551996
-0.3129853830396493,-0.42931250289103917,-0.3685508441699956,-0.2688397227477794
-0.2882242622275613,-0.2718421297472587,-0.2525600155661642,-0.2606647470633325
-0.2386684806071812,-0.30519899283332896,-0.21117563860414879,-0.21940282338152228
-0.2386684806071812,-0.30519899283332896,-0.21117563860414879,-0.21940282338152228
-0.3712892918582047,-0.2304406601816391,-0.21115493606178398,-0.227692121427703
-0.3631147964701056,-0.2305406601816392,-0.21125493606178408,-0.23610099634269377
-0.3381032154748284,-0.2221322874426554,-0.2028453100710933,-0.21107210708488666
-0.346377706861227,-0.2386884327571473,-0.20278205597964138,-0.202760967451325
-0.346377706861227,-0.2386884327571473,-0.20278205597964138,-0.202760967451325
-0.2221494634353135,-0.13937627435499556,-0.12839395146420818,-0.20288205597964148
-0.3467185400603242,-0.4132782912948016,-0.3940246286745488,-0.3274642515838336
-0.4546426330525269,-0.4215648168766608,-0.4023124030180294,-0.43540346037137656
-0.27228177961542316,-0.5127970066101435,-0.41903070878651366,-0.21160324252911317
-0.2804833599631526,-0.5044202426882197,-0.4189307087865138,-0.2198075769861671
-0.2638922234622778,-0.347069160701012,-0.32781078856745327,-0.21978877454304907
-0.22266991086707238,-0.10713661012584053,-0.0961523587973575,-0.20341382217859771
-0.32204147665834426,-0.305874617527537,-0.2120022012138642,-0.22828993445868107
-0.3303347666856873,-0.3804160201473475,-0.2700401531144966,-0.23658747664232177
-0.35521012361735127,-0.3306340897867996,-0.3113766160278411,-0.2614755877288857
-0.272733739823395,-0.3805833899394192,-0.3282180616589233,-0.2534866533296906
-0.3222640700704286,-0.3060105079552431,-0.2536238737093497,-0.22858757345206848
-0.2891896472351839,-0.5126961977657628,-0.4190799290744689,-0.2120701890413928
-0.2727825388443405,-0.4301120321228995,-0.3695309313146144,-0.2535425920536915
-0.3472886355833759,-0.43004479333038914,-0.4108101784038297,-0.32805615300740043
-0.42994479333038915,-0.4300120321228995,-0.41077966894608803,-0.4107217627811666
-0.438202464148591,-0.5126409830940437,-0.4190471719014227,-0.4189799290744689
-0.3141070874129287,-0.504491085496796,-0.41920392996853073,-0.25355486652421544
-0.3968632844225695,-0.42190701347073484,-0.40267865679100123,-0.33633846768883313
-0.3969395159763062,-0.512790092178626,-0.4192710512704767,-0.2373391290640714
-0.4878601448065928,-0.40562724530498584,-0.3864038954310262,-0.3118325274910799
-0.3806675533664333,-0.38912647290543223,-0.3699010144196685,-0.2541899380316559
-0.25689546224135,-0.15828771692874166,-0.1390379783998158,-0.2376691421030963
-0.2656138254093945,-0.389660916888859,-0.2548439813315964,-0.23814364960407086
-0.41401610379976,-0.3072687548872196,-0.2880409952582954,-0.20506927673293507
-0.41401610379976,-0.3236966073330624,-0.30446945696744687,-0.20506927673293507
